Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-15162,69.29,31.5,2182.64,P6,960,960,192,192,11:5,Outdoor,4900,3840,21120,9600,3520,1600,5632000,5.632,22,10,220,25,5500,9.327,1,220,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX1000,VX Series,6500000,10240,8192,10,2,1,86.6,"Rental & staging, large corporate lobbies",Smallest economical controller with >=10% headroom: 5.63MP load vs 6.50MP capacity (86.6% utilization); width 3520px <= 10240px and height 1600px <= 8192px limits satisfied.,91,2450,205800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 3520 x 1600 which equals 5.63 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar VX1000 capacity of 6,500,000 px with a 10% safety margin (load 86.6%), the AI recommends NovaStar VX1000 (10x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 220 receiving card(s) are required for the 220-cabinet outdoor P6 display."
PRJ-15163,47.24,31.5,1488.06,P6,960,960,192,192,3:2,Outdoor,7800,3840,14400,9600,2400,1600,3840000,3.84,15,10,150,25,3750,6.359,1,150,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX1000,VX Series,6500000,10240,8192,10,2,1,59.1,"Rental & staging, large corporate lobbies",Smallest economical controller with >=10% headroom: 3.84MP load vs 6.50MP capacity (59.1% utilization); width 2400px <= 10240px and height 1600px <= 8192px limits satisfied.,95,2450,205800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2400 x 1600 which equals 3.84 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP620 (3,900,000 px) but fits within the NovaStar VX1000 capacity of 6,500,000 px with a 10% safety margin (load 59.1%), the AI recommends NovaStar VX1000 (10x 1G Ethernet, 2x fiber). 6 Ethernet port(s) and 150 receiving card(s) are required for the 150-cabinet outdoor P6 display."
PRJ-15164,94.85,46.62,4421.91,P1.53,490,490,245,245,2.03:1,Indoor,1000,3840,28910,14210,18895,9288,175496760,175.497,59,29,1711,4,6844,290.623,2,1711,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,62.2,"Stadiums, landmark media facades","Total pixels 175,496,760 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",72,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 18895 x 9288 which equals 175.50 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 1711 receiving cards."
PRJ-15165,63.98,9.84,629.56,P2.5,500,1000,250,250,13:2,Indoor,1500,3840,19500,3000,7800,1200,9360000,9.36,39,3,117,8,936,15.5,1,117,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,90.0,Very large budget walls,Smallest economical controller with >=10% headroom: 9.36MP load vs 10.40MP capacity (90.0% utilization); width 7800px <= 16384px and height 1200px <= 8192px limits satisfied.,90,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 7800 x 1200 which equals 9.36 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar CX40 Pro (9,200,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 90.0%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 15 Ethernet port(s) and 117 receiving card(s) are required for the 117-cabinet indoor P2.5 display."
PRJ-15166,230.97,3.15,727.56,P10,1280,960,320,160,73.33:1,Outdoor,6000,3840,70400,960,7040,96,675840,0.676,55,1,55,24,1320,1.119,1,55,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX400,VX Series,2600000,10240,8192,4,0,1,26.0,"Retail, meeting rooms, small fixed installs",Smallest economical controller with >=10% headroom: 0.68MP load vs 2.60MP capacity (26.0% utilization); width 7040px <= 10240px and height 96px <= 8192px limits satisfied.,96,950,79800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 7040 x 96 which equals 0.68 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-D35 (650,000 px) but fits within the NovaStar VX400 capacity of 2,600,000 px with a 10% safety margin (load 26.0%), the AI recommends NovaStar VX400 (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 55 receiving card(s) are required for the 55-cabinet outdoor P10 display."
PRJ-15167,129.13,9.45,1220.28,P10,960,960,320,160,41:3,Outdoor,7600,3840,39360,2880,3936,288,1133568,1.134,41,3,123,18,2214,1.877,1,123,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,TB50,Taurus Series,2300000,4096,2048,4,0,1,49.3,"Larger DOOH, mirror/pole screens",Smallest economical controller with >=10% headroom: 1.13MP load vs 2.30MP capacity (49.3% utilization); width 3936px <= 4096px and height 288px <= 2048px limits satisfied.,98,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 3936 x 288 which equals 1.13 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar TB50 capacity of 2,300,000 px with a 10% safety margin (load 49.3%), the AI recommends NovaStar TB50 (4x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 123 receiving card(s) are required for the 123-cabinet outdoor P10 display."
PRJ-15168,40.94,15.75,644.8,P5,960,960,320,160,13:5,Outdoor,5600,1920,12480,4800,2496,960,2396160,2.396,13,5,65,18,1170,3.968,1,65,Yes,Synchronous,Sync Sender/Processor,NovaStar,MX30,MX Series,6500000,16384,16384,10,2,1,36.9,"Broadcast, premium fixed installs",Smallest economical controller with >=10% headroom: 2.40MP load vs 6.50MP capacity (36.9% utilization); width 2496px <= 16384px and height 960px <= 16384px limits satisfied.,95,3900,327600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 2496 x 960 which equals 2.40 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar MX30 capacity of 6,500,000 px with a 10% safety margin (load 36.9%), the AI recommends NovaStar MX30 (10x 1G Ethernet, 2x fiber). 4 Ethernet port(s) and 65 receiving card(s) are required for the 65-cabinet outdoor P5 display."
PRJ-15169,39.37,12.18,479.53,P0.9,600,337.5,300,168.75,3.23:1,Indoor,600,3840,12000,3712,13333,4125,54998625,54.999,20,11,220,4.0,880.0,91.078,1,220,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,39.0,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 55.00MP load vs 141.00MP capacity (39.0% utilization); width 13333px <= 65536px and height 4125px <= 65536px limits satisfied.,95,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 13333 x 4125 which equals 55.00 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H5 (39,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 39.0%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 85 Ethernet port(s) and 220 receiving card(s) are required for the 220-cabinet indoor P0.9 display."
PRJ-15170,132.7,67.19,8916.11,P4,512,512,256,128,1.98:1,Indoor,2600,3840,40448,20480,10112,5120,51773440,51.773,79,40,3160,8,25280,85.737,1,3160,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,36.7,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 51.77MP load vs 141.00MP capacity (36.7% utilization); width 10112px <= 65536px and height 5120px <= 65536px limits satisfied.,98,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 10112 x 5120 which equals 51.77 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H5 (39,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 36.7%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 80 Ethernet port(s) and 3160 receiving card(s) are required for the 3160-cabinet indoor P4 display."
PRJ-15171,88.19,9.45,833.4,P5,1280,960,320,160,28:3,Indoor,5400,1920,26880,2880,5376,576,3096576,3.097,21,3,63,24,1512,5.128,1,63,Yes,Synchronous,Sync Sender/Processor,NovaStar,MX40 Pro,MX Series,9200000,16384,16384,20,4,1,33.7,"Virtual production, XR, broadcast",Smallest economical controller with >=10% headroom: 3.10MP load vs 9.20MP capacity (33.7% utilization); width 5376px <= 16384px and height 576px <= 16384px limits satisfied.,97,6500,546000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 5376 x 576 which equals 3.10 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar MX40 Pro capacity of 9,200,000 px with a 10% safety margin (load 33.7%), the AI recommends NovaStar MX40 Pro (20x 1G Ethernet, 4x fiber). 5 Ethernet port(s) and 63 receiving card(s) are required for the 63-cabinet indoor P5 display."
PRJ-15172,88.19,41.99,3703.1,P10,640,640,320,160,21:10,Outdoor,7400,3840,26880,12800,2688,1280,3440640,3.441,42,20,840,8,6720,5.698,1,840,Yes,Synchronous,Sync Sender/Processor,Colorlight,X6,X Series,3900000,8192,4096,6,0,1,88.2,Mid-size fixed installs,Smallest economical controller with >=10% headroom: 3.44MP load vs 3.90MP capacity (88.2% utilization); width 2688px <= 8192px and height 1280px <= 4096px limits satisfied.,92,650,54600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 2688 x 1280 which equals 3.44 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Colorlight X6 capacity of 3,900,000 px with a 10% safety margin (load 88.2%), the AI recommends Colorlight X6 (6x 1G Ethernet, 0x fiber). 6 Ethernet port(s) and 840 receiving card(s) are required for the 840-cabinet outdoor P10 display."
PRJ-15173,54.59,96.59,5272.85,P10,640,640,160,160,13:23,Outdoor,8600,3840,16640,29440,1664,2944,4898816,4.899,26,46,1196,16,19136,8.112,1,1196,Yes,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,1,59.1,4K cloud-managed billboards,Smallest economical controller with >=10% headroom: 4.90MP load vs 8.29MP capacity (59.1% utilization); width 1664px <= 8192px and height 2944px <= 4096px limits satisfied.,94,720,60480,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 1664 x 2944 which equals 4.90 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Huidu HD-H4K capacity of 8,290,000 px with a 10% safety margin (load 59.1%), the AI recommends Huidu HD-H4K (10x 1G Ethernet, 0x fiber). 8 Ethernet port(s) and 1196 receiving card(s) are required for the 1196-cabinet outdoor P10 display."
PRJ-15174,2.1,28.35,59.54,P2.5,640,480,320,160,2:27,Indoor,900,1920,640,8640,256,3456,884736,0.885,1,18,18,6,108,1.465,1,18,No,Asynchronous (PC-free),Async Media Player/Card,NovaStar,SMP20 Pro,SMP Series,6500000,8192,4096,10,0,1,13.6,Large-scale DOOH and multi-site networks,Smallest economical controller with >=10% headroom: 0.89MP load vs 6.50MP capacity (13.6% utilization); width 256px <= 8192px and height 3456px <= 4096px limits satisfied.,97,1450,121800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 256 x 3456 which equals 0.89 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar SMP20 Pro capacity of 6,500,000 px with a 10% safety margin (load 13.6%), the AI recommends NovaStar SMP20 Pro (10x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 18 receiving card(s) are required for the 18-cabinet indoor P2.5 display."
PRJ-15175,75.46,6.56,495.02,P1.86,500,1000,250,250,23:2,Indoor,900,1920,23000,2000,12366,1075,13293450,13.293,46,2,92,8,736,22.014,1,92,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,51.1,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 13.29MP load vs 26.00MP capacity (51.1% utilization); width 12366px <= 16384px and height 1075px <= 16384px limits satisfied.,96,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 12366 x 1075 which equals 13.29 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 51.1%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 21 Ethernet port(s) and 92 receiving card(s) are required for the 92-cabinet indoor P1.86 display."
PRJ-15176,33.46,16.61,555.77,P0.9,600,337.5,150,168.75,2.02:1,Indoor,900,1920,10200,5062,11333,5625,63748125,63.748,17,15,255,8.0,2040.0,105.567,1,255,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,45.2,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 63.75MP load vs 141.00MP capacity (45.2% utilization); width 11333px <= 65536px and height 5625px <= 65536px limits satisfied.,96,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 11333 x 5625 which equals 63.75 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H9 (65,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 45.2%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 99 Ethernet port(s) and 255 receiving card(s) are required for the 255-cabinet indoor P0.9 display."
PRJ-15177,42.65,4.92,209.84,P2,500,500,250,250,26:3,Indoor,800,3840,13000,1500,6500,750,4875000,4.875,26,3,78,4,312,8.073,1,78,Yes,Synchronous,Sync Sender/Processor,NovaStar,MCTRL4K,MCTRL Series,8850000,7680,3840,16,4,1,55.1,"4K fixed installs, control rooms",Smallest economical controller with >=10% headroom: 4.88MP load vs 8.85MP capacity (55.1% utilization); width 6500px <= 7680px and height 750px <= 3840px limits satisfied.,93,3200,268800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 6500 x 750 which equals 4.88 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar MCTRL4K capacity of 8,850,000 px with a 10% safety margin (load 55.1%), the AI recommends NovaStar MCTRL4K (16x 1G Ethernet, 4x fiber). 8 Ethernet port(s) and 78 receiving card(s) are required for the 78-cabinet indoor P2 display."
PRJ-15178,113.39,6.3,714.36,P8,960,960,320,160,18:1,Outdoor,5900,1920,34560,1920,4320,240,1036800,1.037,36,2,72,18,1296,1.717,1,72,Yes,Asynchronous (PC-free),Async Media Player/Card,Colorlight,A800,A Series,6500000,8192,4096,10,0,1,16.0,Giant DOOH billboards,Smallest economical controller with >=10% headroom: 1.04MP load vs 6.50MP capacity (16.0% utilization); width 4320px <= 8192px and height 240px <= 4096px limits satisfied.,95,1350,113400,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 4320 x 240 which equals 1.04 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the Colorlight A800 capacity of 6,500,000 px with a 10% safety margin (load 16.0%), the AI recommends Colorlight A800 (10x 1G Ethernet, 0x fiber). 2 Ethernet port(s) and 72 receiving card(s) are required for the 72-cabinet outdoor P8 display."
PRJ-15179,188.98,3.78,714.34,P6,1152,1152,192,192,50:1,Outdoor,5100,3840,57600,1152,9600,192,1843200,1.843,50,1,50,36,1800,3.052,1,50,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX400,VX Series,2600000,10240,8192,4,0,1,70.9,"Retail, meeting rooms, small fixed installs",Smallest economical controller with >=10% headroom: 1.84MP load vs 2.60MP capacity (70.9% utilization); width 9600px <= 10240px and height 192px <= 8192px limits satisfied.,95,950,79800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 9600 x 192 which equals 1.84 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar VX400 capacity of 2,600,000 px with a 10% safety margin (load 70.9%), the AI recommends NovaStar VX400 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 50 receiving card(s) are required for the 50-cabinet outdoor P6 display."
PRJ-15180,117.59,3.15,370.41,P1.86,640,480,320,160,37.33:1,Indoor,1100,1920,35840,960,19269,516,9942804,9.943,56,2,112,6,672,16.465,1,112,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,7.1,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 9.94MP load vs 141.00MP capacity (7.1% utilization); width 19269px <= 65536px and height 516px <= 65536px limits satisfied.,98,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 19269 x 516 which equals 9.94 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 7.1%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 16 Ethernet port(s) and 112 receiving card(s) are required for the 112-cabinet indoor P1.86 display."
PRJ-15181,144.88,47.24,6844.13,P3,960,960,192,192,46:15,Outdoor,1600,3840,44160,14400,14720,4800,70656000,70.656,46,15,690,25,17250,117.006,1,690,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,50.1,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 70.66MP load vs 141.00MP capacity (50.1% utilization); width 14720px <= 65536px and height 4800px <= 65536px limits satisfied.,95,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 14720 x 4800 which equals 70.66 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar H9 (65,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 50.1%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 109 Ethernet port(s) and 690 receiving card(s) are required for the 690-cabinet outdoor P3 display."
PRJ-15182,4.2,29.92,125.66,P1.53,640,480,320,160,0.14:1,Indoor,800,1920,1280,9120,837,5961,4989357,4.989,2,19,38,6,228,8.262,1,38,Yes,Synchronous,Sync Sender/Processor,Colorlight,X12,X Series,7800000,10240,8192,12,2,1,64.0,Large fixed installs,Smallest economical controller with >=10% headroom: 4.99MP load vs 7.80MP capacity (64.0% utilization); width 837px <= 10240px and height 5961px <= 8192px limits satisfied.,94,1650,138600,https://en.colorlightinside.com/products/,https://en.colorlightinside.com/service/download/,Colorlight,China,In Production,"The display resolution is 837 x 5961 which equals 4.99 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Colorlight X12 capacity of 7,800,000 px with a 10% safety margin (load 64.0%), the AI recommends Colorlight X12 (12x 1G Ethernet, 2x fiber). 8 Ethernet port(s) and 38 receiving card(s) are required for the 38-cabinet indoor P1.53 display."
PRJ-15183,52.49,37.8,1984.12,P10,640,640,160,160,25:18,Outdoor,5500,1920,16000,11520,1600,1152,1843200,1.843,25,18,450,16,7200,3.052,1,450,Yes,Asynchronous (PC-free),Async Media Player/Card,NovaStar,TB50,Taurus Series,2300000,4096,2048,4,0,1,80.1,"Larger DOOH, mirror/pole screens",Smallest economical controller with >=10% headroom: 1.84MP load vs 2.30MP capacity (80.1% utilization); width 1600px <= 4096px and height 1152px <= 2048px limits satisfied.,90,520,43680,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1600 x 1152 which equals 1.84 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar TB50 capacity of 2,300,000 px with a 10% safety margin (load 80.1%), the AI recommends NovaStar TB50 (4x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 450 receiving card(s) are required for the 450-cabinet outdoor P10 display."
PRJ-15184,32.13,30.24,971.61,P6,576,576,192,192,17:16,Outdoor,5300,1920,9792,9216,1632,1536,2506752,2.507,17,16,272,9,2448,4.151,1,272,Yes,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,1,30.2,4K cloud-managed billboards,Smallest economical controller with >=10% headroom: 2.51MP load vs 8.29MP capacity (30.2% utilization); width 1632px <= 8192px and height 1536px <= 4096px limits satisfied.,98,720,60480,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 1632 x 1536 which equals 2.51 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Huidu HD-H4K capacity of 8,290,000 px with a 10% safety margin (load 30.2%), the AI recommends Huidu HD-H4K (10x 1G Ethernet, 0x fiber). 4 Ethernet port(s) and 272 receiving card(s) are required for the 272-cabinet outdoor P6 display."
PRJ-15185,3.94,23.25,91.61,P0.9,600,337.5,150,168.75,0.17:1,Indoor,1000,1920,1200,7087,1333,7875,10497375,10.497,2,21,42,8.0,336.0,17.384,1,42,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX2000 Pro,VX Series,13000000,16384,8192,20,4,1,80.7,"Large premium rental, studios",Smallest economical controller with >=10% headroom: 10.50MP load vs 13.00MP capacity (80.7% utilization); width 1333px <= 16384px and height 7875px <= 8192px limits satisfied.,88,5900,495600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1333 x 7875 which equals 10.50 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP1640 (10,400,000 px) but fits within the NovaStar VX2000 Pro capacity of 13,000,000 px with a 10% safety margin (load 80.7%), the AI recommends NovaStar VX2000 Pro (20x 1G Ethernet, 4x fiber). 17 Ethernet port(s) and 42 receiving card(s) are required for the 42-cabinet indoor P0.9 display."
PRJ-15186,1.97,22.15,43.64,P0.9,600,337.5,300,168.75,4:45,Indoor,600,1920,600,6750,667,7500,5002500,5.003,1,20,20,4.0,80.0,8.284,1,20,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1640,HD-VP Series,10400000,16384,8192,16,4,1,48.1,"Budget 4K walls, big events",Smallest economical controller with >=10% headroom: 5.00MP load vs 10.40MP capacity (48.1% utilization); width 667px <= 16384px and height 7500px <= 8192px limits satisfied.,99,2600,218400,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 667 x 7500 which equals 5.00 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Huidu HD-VP1640 capacity of 10,400,000 px with a 10% safety margin (load 48.1%), the AI recommends Huidu HD-VP1640 (16x 1G Ethernet, 4x fiber). 8 Ethernet port(s) and 20 receiving card(s) are required for the 20-cabinet indoor P0.9 display."
PRJ-15187,264.57,129.13,34163.92,P5,960,960,320,160,2.05:1,Outdoor,6800,3840,80640,39360,16128,7872,126959616,126.96,84,41,3444,18,61992,210.245,2,3444,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,45.0,"Stadiums, landmark media facades","Total pixels 126,959,616 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",78,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 16128 x 7872 which equals 126.96 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 3444 receiving cards."
PRJ-15188,98.43,9.84,968.55,P2,500,1000,250,250,10:1,Indoor,1000,1920,30000,3000,15000,1500,22500000,22.5,60,3,180,8,1440,37.26,1,180,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,86.5,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 22.50MP load vs 26.00MP capacity (86.5% utilization); width 15000px <= 16384px and height 1500px <= 16384px limits satisfied.,91,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 15000 x 1500 which equals 22.50 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 86.5%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 35 Ethernet port(s) and 180 receiving card(s) are required for the 180-cabinet indoor P2 display."
PRJ-15189,45.93,16.4,753.25,P2,500,1000,250,250,14:5,Indoor,800,3840,14000,5000,7000,2500,17500000,17.5,28,5,140,8,1120,28.98,1,140,Yes,Synchronous,Splicing Processor,NovaStar,H5,H Series,39000000,32768,16384,60,12,1,44.9,"Large control rooms, command centers",Smallest economical controller with >=10% headroom: 17.50MP load vs 39.00MP capacity (44.9% utilization); width 7000px <= 32768px and height 2500px <= 16384px limits satisfied.,96,9800,823200,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 7000 x 2500 which equals 17.50 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar H5 capacity of 39,000,000 px with a 10% safety margin (load 44.9%), the AI recommends NovaStar H5 (60x 1G Ethernet, 12x fiber). 27 Ethernet port(s) and 140 receiving card(s) are required for the 140-cabinet indoor P2 display."
